,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,locationPrivate,exoticCategory,region,year
57546,plurai1,Plumbeous Rail,Pardirallus sanguinolentus,L947356,Moncul,2022-10-19,1.0,-38.7467871,-73.4363937,False,-1,Araucanía,2022
57551,salalb1,Salvin's Albatross,Thalassarche salvini,L8918202,Islote Patache,2022-08-06,1.0,-20.8130774,-70.2151901,False,-1,Tarapacá,2022
57555,willet1,Willet,Tringa semipalmata,L791057,Estero El Culebrón--Desembocadura,2022-09-26,1.0,-29.9617015,-71.3218206,False,-1,Coquimbo,2022
57559,madpet1,Magellanic Diving-Petrel,Pelecanoides magellani,L21659832,Approaching the Beagle Canal,2022-11-21,1.0,-55.362711,-66.150568,True,-1,Magallanes,2022
57561,ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,L12667549,Reñihué,2022-04-20,100.0,-42.5764393,-72.5102222,False,-1,Los Lagos,2022
57565,chipig2,Chilean Pigeon,Patagioenas araucana,L6517732,Huitag Lago Calafquén,2022-02-24,3.0,-39.5169318,-72.2751638,True,-1,Los Ríos,2022
57572,aplfal,Aplomado Falcon,Falco femoralis,L16424759,Santo Domingo Valparaíso CL (-33.627 -71.622),2022-09-23,1.0,-33.6266042,-71.6217295,True,-1,Valparaíso,2022
57591,corpip1,Correndera Pipit,Anthus correndera,L516506,Estero Cartagena--Desembocadura (Humedal Urbano),2022-03-08,1.0,-33.530377,-71.6023207,False,-1,Valparaíso,2022
57598,gregre1,Great Grebe,Podiceps major,L1074030,Pucón--La Poza,2022-04-04,6.0,-39.2775731,-71.979914,False,-1,Araucanía,2022
57604,lesrhe2,Lesser Rhea,Rhea pennata,L10697100,PN Lauca--Lago Chungará sur,2022-11-29,7.0,-18.2835621,-69.1343836,False,-1,Arica y Parinacota,2022
57605,cintea,Cinnamon Teal,Spatula cyanoptera,L21176128,Laguna Las Quemas,2022-09-07,2.0,-40.6782079,-73.0816865,False,-1,Los Lagos,2022
57607,gregre1,Great Grebe,Podiceps major,L17419630,Isla Teja--Camino de Luna,2022-04-08,7.0,-39.8059682,-73.2698578,False,-1,Los Ríos,2022
57609,whtear1,White-throated Earthcreeper,Upucerthia albigula,L16573946,Putre Arica y Parinacota CL (-18197 -69569),2022-02-22,1.0,-18.197355,-69.5685025,True,-1,Arica y Parinacota,2022
57622,tuttyr1,Tufted Tit-Tyrant,Anairetes parulus,L807764,Las Quemas Altas,2022-03-29,2.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
57624,gybsht1,Gray-bellied Shrike-Tyrant,Agriornis micropterus,L13047536,Parque El Loa,2022-06-27,1.0,-22.4803806,-68.929328,False,-1,Antofagasta,2022
57625,plurai1,Plumbeous Rail,Pardirallus sanguinolentus,L606243,Humedal Tres Puentes,2022-02-05,1.0,-53.1162328,-70.8813,False,-1,Magallanes,2022
57632,thtray1,Thorn-tailed Rayadito,Aphrastura spinicauda,L807764,Las Quemas Altas,2022-11-24,2.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
57648,calqua,California Quail,Callipepla californica,L21783618,Río Claro Maule CL (-35.378 -71.146),2022-12-10,2.0,-35.3781856,-71.1458939,True,0,Maule,2022
57660,houwre,House Wren,Troglodytes aedon,L10146360,Placilla Océano Antártico,2022-03-31,1.0,-33.4843024,-70.5464448,False,-1,Región Metropolitana de Santiago,2022
57668,lotmea1,Long-tailed Meadowlark,Leistes loyca,L12225403,20 General Baquedano Nueva Branau Los Lagos CL (-41.324 -73.07),2022-02-05,1.0,-41.3243662,-73.0704785,True,-1,Los Lagos,2022
57669,rinkin1,Ringed Kingfisher,Megaceryle torquata,L18155187,Quetalmahue,2022-07-01,1.0,-41.8574417,-73.9565103,False,-1,Los Lagos,2022
57673,crachi1,Crag Chilia,Ochetorhynchus melanurus,L18109523,Camino a Farellones,2022-11-22,2.0,-33.3561032,-70.3275765,True,-1,Región Metropolitana de Santiago,2022
57694,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L13469155,Laguna Los Calafates,2022-08-24,1.0,-52.6079483,-70.9938867,True,-1,Magallanes,2022
57700,pigdov1,Picui Ground Dove,Columbina picui,L12473603,Municipalidad de Cerro Navia,2022-08-16,7.0,-33.4345328,-70.7288643,False,-1,Región Metropolitana de Santiago,2022
57707,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L19895385,Pudahuel Región Metropolitana CL (-33366 -70789),2022-07-03,1.0,-33.3658034,-70.7888511,True,-1,Región Metropolitana de Santiago,2022
57709,spetyr1,Spectacled Tyrant,Hymenops perspicillatus,L20702994,Remando Río Pichoy Mariquina Los Ríos CL (-39697 -73124),2022-08-28,1.0,-39.6972944,-73.1240191,True,-1,Los Ríos,2022
57717,blcsis2,Black-chinned Siskin,Spinus barbatus,L17027342,Plaza Osorno Osorno CL,2022-08-23,2.0,-40.573742,-73.135715,True,-1,Los Lagos,2022
57721,dustap1,Dusky Tapaculo,Scytalopus fuscus,L2823328,Río Illapel--Illapel,2022-07-27,3.0,-31.6354045,-71.1647208,False,-1,Coquimbo,2022
57735,bfgdov1,Bare-faced Ground Dove,Metriopelia ceciliae,L570508,Putre,2022-10-31,28.0,-18.1964537,-69.5565677,False,-1,Arica y Parinacota,2022
57757,dustap1,Dusky Tapaculo,Scytalopus fuscus,L17589155,Los Nogales patio. Quintero Valparaíso CL (-32871 -71481),2022-01-30,1.0,-32.8713512,-71.4805259,True,-1,Valparaíso,2022
57761,kelgul,Kelp Gull,Larus dominicanus,L10126478,HQ La Cisterna,2022-08-27,9.0,-33.5280232,-70.6637588,True,-1,Región Metropolitana de Santiago,2022
57776,pmtspi1,Plain-mantled Tit-Spinetail,Leptasthenura aegithaloides,L777338,Punta Curaumilla,2022-11-28,1.0,-33.1033338,-71.7254448,False,-1,Valparaíso,2022
57777,humpen1,Humboldt Penguin,Spheniscus humboldti,L21870720,Borde este de la isla,2022-12-19,21.0,-29.0402417,-71.5654161,True,-1,Atacama,2022
57779,gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L3029056,PN Gomez Carreño,2022-01-14,4.0,-32.9874278,-71.5156746,False,-1,Valparaíso,2022
57796,absfin1,Ash-breasted Sierra Finch,Geospizopsis plebejus,L570508,Putre,2022-01-08,2.0,-18.1964537,-69.5565677,False,-1,Arica y Parinacota,2022
57808,chutap1,Chucao Tapaculo,Scelorchilus rubecula,L504846,RN Isla Mocha,2022-04-18,2.0,-38.357811,-73.9098358,False,-1,Bío-Bío,2022
57812,refcoo1,Red-fronted Coot,Fulica rufifrons,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2022-02-02,6.0,-32.6327613,-71.426518,False,-1,Valparaíso,2022
57824,gramin1,Grayish Miner,Geositta maritima,L16038767,Mirador Paposo,2022-06-26,3.0,-25.0229828,-70.4571786,False,-1,Antofagasta,2022
57827,siltea1,Silver Teal,Spatula versicolor,L9203845,Humedal El Culebrón--Sector Baquedano,2022-10-14,1.0,-29.9634325,-71.3268902,False,-1,Coquimbo,2022
57837,perboo1,Peruvian Booby,Sula variegata,L1088010,Playa las Machas (Bahía Inglesa),2022-09-15,1.0,-27.1232368,-70.8564949,False,-1,Atacama,2022
57839,btsfin1,Band-tailed Sierra Finch,Rhopospina alaudina,L20760655,Degu Study Site,2022-09-09,1.0,-30.5846299,-71.6540521,True,-1,Coquimbo,2022
57861,auspar1,Austral Parakeet,Enicognathus ferrugineus,L12016562,Chaitén--Pueblo,2022-09-14,2.0,-42.9182658,-72.7095984,False,-1,Los Lagos,2022
57871,whwblt1,White-winged Black-Tyrant,Knipolegus aterrimus,L21826036,Los Vilos--Parque El Bosque,2022-12-24,1.0,-31.9171062,-71.5132284,False,-1,Coquimbo,2022
57874,ocftap1,Ochre-flanked Tapaculo,Eugralla paradoxa,L3494558,Mariposas,2022-10-02,1.0,-38.7077833,-72.5646114,False,-1,Araucanía,2022
57887,amekes,American Kestrel,Falco sparverius,L807764,Las Quemas Altas,2022-09-21,1.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
57900,redsho1,Red Shoveler,Spatula platalea,L13479961,Camino El Trebal--Pastizales inundables,2022-08-04,3.0,-33.5257606,-70.8310553,False,-1,Región Metropolitana de Santiago,2022
57905,flistd1,Flightless Steamer-Duck,Tachyeres pteneres,L20007687,Ex Línea Férrea Ancud CL-Los Lagos -41.88474 -73.78728,2022-07-06,2.0,-41.884738,-73.787279,True,-1,Los Lagos,2022
57914,comgal1,Common Gallinule,Gallinula galeata,L668852,Río Lluta--Desembocadura,2022-09-07,32.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
57920,yebtea1,Yellow-billed Teal,Anas flavirostris,L15391011,Cruce Ruta 5 (Coinco) - Candelaria - Oqueldán Quellón CL-Los Lagos -43.06298 -73.56207,2022-01-01,4.0,-43.062983,-73.562065,True,-1,Los Lagos,2022
57927,brhgul2,Brown-hooded Gull,Chroicocephalus maculipennis,L21911508,Cruce Ruta 5 (Paso Inferior Los Lagos) - Cruce 203 CH (Panguipulli) Los Lagos CL-Los Ríos -39.86638 -72.78213,2022-12-25,50.0,-39.866385,-72.782131,True,-1,Los Ríos,2022
57936,hrshaw,Harris's Hawk,Parabuteo unicinctus,L11098485,Mi Jardín (Calle Vista Hermosa Cerro Playa Ancha),2022-06-29,1.0,-33.032669,-71.636922,True,-1,Valparaíso,2022
57944,guacor1,Guanay Cormorant,Leucocarbo bougainvillii,L816637,Muelle Barón,2022-03-02,2.0,-33.0404714,-71.6085005,False,-1,Valparaíso,2022
57945,shicow,Shiny Cowbird,Molothrus bonariensis,L19707024,446 Valdivieso Llanquihue Los Lagos CL (-41258 -73005),2022-11-03,2.0,-41.2579306,-73.0054961,True,-1,Los Lagos,2022
57956,brhgul2,Brown-hooded Gull,Chroicocephalus maculipennis,L6180200,Putemún--Humedal,2022-03-24,7.0,-42.4318193,-73.743968,False,-1,Los Lagos,2022
57959,sooshe,Sooty Shearwater,Ardenna grisea,L20138975,CL (-42.327 -72.861),2022-07-11,3.0,-42.326926,-72.8614207,True,-1,Los Lagos,2022
57964,verfly,Vermilion Flycatcher,Pyrocephalus rubinus,L1048923,Molinos,2022-04-21,4.0,-18.3821935,-69.9457765,False,-1,Arica y Parinacota,2022
57968,pasfin1,Patagonian Sierra Finch,Phrygilus patagonicus,L18454163,Puente Soto Quellón Los Lagos CL (-43113 -73632),2022-04-10,1.0,-43.1130732,-73.6322845,True,-1,Los Lagos,2022
57970,burowl,Burrowing Owl,Athene cunicularia,L12389278,Cachagua--Estero y dunas,2022-07-31,2.0,-32.583807,-71.4478362,False,-1,Valparaíso,2022
57972,aupowl1,Austral Pygmy-Owl,Glaucidium nana,L16457546,CASONA PATACON Molina,2022-09-24,2.0,-35.0770186,-71.2610099,True,-1,Maule,2022
57977,kelgul,Kelp Gull,Larus dominicanus,L21669603,Juan Williams 879–887 Castro CL-Los Lagos -42.48953 -73.77085,2022-11-28,1.0,-42.489532,-73.770847,True,-1,Los Lagos,2022
57978,fiediu1,Fire-eyed Diucon,Pyrope pyrope,L18063082,Estero Perquenco,2022-03-09,2.0,-38.4074968,-72.3781124,True,-1,Araucanía,2022
57981,mosfin1,Mourning Sierra Finch,Rhopospina fruticeti,L16436844,Cerro Punta alta Lomita De Subida Requegua.,2022-09-23,0.0,-34.4433238,-71.0358715,True,-1,Libertador General Bernardo O'Higgins,2022
57987,flystd1,Flying Steamer-Duck,Tachyeres patachonicus,L981686,MN Laguna de los Cisnes--Laguna Verde,2022-05-13,2.0,-53.1879333,-70.3413391,False,-1,Magallanes,2022
57994,refcoo1,Red-fronted Coot,Fulica rufifrons,L1033588,Humedal Pudeto--norte,2022-05-05,1.0,-41.8824444,-73.7927614,False,-1,Los Lagos,2022
57996,kelgul,Kelp Gull,Larus dominicanus,L25593090,Tres Punetes port,2022-03-23,1.0,-53.117198,-70.843097,True,-1,Magallanes,2022
57998,cinhar1,Cinereous Harrier,Circus cinereus,L2345204,Complejo Humedal Rocuant-Andalién,2022-01-11,1.0,-36.7393839,-73.0612278,False,-1,Bío-Bío,2022
58022,ausneg1,Austral Negrito,Lessonia rufa,L1030742,PN Torres del Paine--Laguna Los Juncos,2022-11-11,1.0,-51.0273604,-72.7756906,False,-1,Magallanes,2022
58028,rubmin1,Rufous-banded Miner,Geositta rufipennis,L1030452,Camino a La Parva--Vegas y Pastizales,2022-11-30,2.0,-33.3442243,-70.299046,False,-1,Región Metropolitana de Santiago,2022
58030,rocpig,Rock Pigeon,Columba livia,L629583,SN Península de Hualpén--Humedal Lenga,2022-10-08,4.0,-36.7694689,-73.1668103,False,0,Bío-Bío,2022
58036,whcpin,White-cheeked Pintail,Anas bahamensis,L20728403,Laguna Tromén Toltén Araucanía CL (-39.218 -73.167),2022-08-31,1.0,-39.2183261,-73.1666908,True,-1,Araucanía,2022
58039,blkvul,Black Vulture,Coragyps atratus,L19085605,3518 La Horqueta Lo Barnechea Región Metropolitana CL (-33.338 -70.507),2022-05-15,2.0,-33.3378051,-70.5071884,True,-1,Región Metropolitana de Santiago,2022
58041,pigdov1,Picui Ground Dove,Columbina picui,L17339213,3574 Michimalongo Renca Región Metropolitana CL (-33.411 -70.694),2022-01-05,7.0,-33.4112536,-70.6938821,True,-1,Región Metropolitana de Santiago,2022
58042,wispet,Wilson's Storm-Petrel,Oceanites oceanicus,L21688541,South of entrance to Beagle Channel CL (-55.578 -66.554),2022-12-01,1.0,-55.5783406,-66.5543844,True,-1,Magallanes,2022
58065,austhr1,Austral Thrush,Turdus falcklandii,L4051381,Quillaipe,2022-06-04,2.0,-41.5307483,-72.7408648,False,-1,Los Lagos,2022
58067,kelgul,Kelp Gull,Larus dominicanus,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2022-06-15,128.0,-30.584681,-71.4056203,False,-1,Coquimbo,2022
58093,whtgre3,White-tufted Grebe,Rollandia rolland,L14074954,Laguna El Cuarzo,2022-04-16,15.0,-38.0622302,-72.9770849,False,-1,Araucanía,2022
58109,dutcan1,Dusky-tailed Canastero,Pseudasthenes humicola,L15336671,Francisco Bulnes Correa,2022-07-27,1.0,-33.417011,-70.5053106,False,-1,Región Metropolitana de Santiago,2022
58115,semplo,Semipalmated Plover,Charadrius semipalmatus,L668852,Río Lluta--Desembocadura,2022-09-22,7.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
58123,soater1,South American Tern,Sterna hirundinacea,L19728851,Puerto Montt Los Lagos CL (-41.511 -73.011),2022-05-08,1.0,-41.5106839,-73.011304,True,-1,Los Lagos,2022
58124,rutpla1,Rufous-tailed Plantcutter,Phytotoma rara,L12176841,Carmen Covarrubias 181 Ñuñoa CL-Metropolitana de Santiago -33.45535 -70.61149,2022-01-23,1.0,-33.455348,-70.611495,True,-1,Región Metropolitana de Santiago,2022
58125,houspa,House Sparrow,Passer domesticus,L10036551,Lican Ray--Playa Grande,2022-06-03,2.0,-39.4913974,-72.1608305,False,0,Araucanía,2022
58134,y00678,Crested Caracara,Caracara plancus,L3939991,Universidad Austral de Chile,2022-03-18,2.0,-39.808327,-73.2525909,False,-1,Los Ríos,2022
58135,wwdfin1,Glacier Finch,Idiopsar speculifer,L572426,PN Lauca--Las Cuevas,2022-05-12,12.0,-18.1670566,-69.4337654,False,-1,Arica y Parinacota,2022
58143,lesyel,Lesser Yellowlegs,Tringa flavipes,L17857070,San Javier--Río Calle-Calle,2022-02-20,5.0,-39.7847225,-72.9941932,True,-1,Los Ríos,2022
58146,willet1,Willet,Tringa semipalmata,L10173823,Mejillones--Playa La Rinconada,2022-12-24,2.0,-23.0985231,-70.4836035,False,-1,Antofagasta,2022
58151,rocpig,Rock Pigeon,Columba livia,L18226905,29 Miguel Sanchez Natales Magallanes y la Antártica Chilena CL (-51.724 -72.511),2022-03-23,4.0,-51.7243244,-72.510755,True,0,Magallanes,2022
58161,magtap1,Magellanic Tapaculo,Scytalopus magellanicus,L6311238,Puerto Klocker--Fundo Los Arenales,2022-09-19,1.0,-41.0249085,-72.6519281,False,-1,Los Lagos,2022
58170,lesyel,Lesser Yellowlegs,Tringa flavipes,L504553,SN Humedal Río Maipo--Desembocadura,2022-04-12,5.0,-33.6198013,-71.6275442,False,-1,Valparaíso,2022
58171,pigdov1,Picui Ground Dove,Columbina picui,L16459559,Camino a Escuela agrícola,2022-06-07,4.0,-35.7419426,-71.5763676,False,-1,Maule,2022
58177,houspa,House Sparrow,Passer domesticus,L516577,San Pedro de Atacama,2022-07-18,10.0,-22.9084359,-68.2027817,False,0,Antofagasta,2022
58188,rudtur,Ruddy Turnstone,Arenaria interpres,L21573272,Bahía Caulín,2022-11-22,14.0,-41.8145984,-73.6285635,False,-1,Los Lagos,2022
58195,bthhue1,Black-throated Huet-huet,Pteroptochos tarnii,L19829998,Camping Kakel y Mariza,2022-06-25,1.0,-41.5950447,-73.6840694,True,-1,Los Lagos,2022
58200,whtcar1,White-throated Caracara,Daptrius albogularis,L10174615,(-50.9374-72.4262),2022-10-23,1.0,-50.937399,-72.42618,True,-1,Magallanes,2022
58211,ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,L18142713,Pehuenco - Cervecería Pehuenche,2022-03-13,150.0,-38.617233,-71.119788,True,-1,Araucanía,2022
58221,creduc1,Crested Duck,Lophonetta specularioides,L516530,PN Lauca--Lago Chungará,2022-09-08,50.0,-18.2560888,-69.1623688,False,-1,Arica y Parinacota,2022
58223,rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L18468590,Campamento Gabino,2022-04-30,4.0,-31.6487074,-70.6472461,False,-1,Coquimbo,2022
58229,austhr1,Austral Thrush,Turdus falcklandii,L17478307,30 Obispo Donoso Providencia Región Metropolitana CL (-33437 -70629),2022-01-18,2.0,-33.4371102,-70.6286295,True,-1,Región Metropolitana de Santiago,2022
58241,gyhsif1,Gray-hooded Sierra Finch,Phrygilus gayi,L21974009,Y-71 Porvenir Magallanes y la Antártica Chilena CL (-53.389 -69.941),2022-12-27,2.0,-53.3886585,-69.9406461,True,-1,Magallanes,2022
58247,impcor1,Imperial Cormorant,Leucocarbo atriceps,L7988120,Leñadura Nuestra casa,2022-02-01,10.0,-53.2145727,-70.9476647,True,-1,Magallanes,2022
58253,magoys1,Magellanic Oystercatcher,Haematopus leucopodus,L4169360,Río Seco--Costanera,2022-10-13,4.0,-53.0576203,-70.8546495,False,-1,Magallanes,2022
58260,lesyel,Lesser Yellowlegs,Tringa flavipes,L3016701,Llanquihue--Humedal Las Ranas,2022-04-11,1.0,-41.262477,-73.0065,False,-1,Los Lagos,2022
58265,baisan,Baird's Sandpiper,Calidris bairdii,L504548,Estero Mantagua,2022-04-11,1.0,-32.8844165,-71.5067482,False,-1,Valparaíso,2022
58294,rulowl1,Rufous-legged Owl,Strix rufipes,L3962972,Universidad Austral de Chile--Jardín Botánico,2022-05-16,2.0,-39.8043656,-73.250345,False,-1,Los Ríos,2022
58301,soasni3,Magellanic Snipe,Gallinago magellanica,L5054215,Villarrica--Humedal Urbano Mallolafken,2022-02-23,10.0,-39.278091,-72.2206329,False,-1,Araucanía,2022
58306,grbfir1,Green-backed Firecrown,Sephanoides sephaniodes,L4051381,Quillaipe,2022-03-31,3.0,-41.5307483,-72.7408648,False,-1,Los Lagos,2022
58308,rucspa1,Rufous-collared Sparrow,Zonotrichia capensis,L20665257,330 Avenida Comandante San Martín Arica Arica y Parinacota CL (-18486 -70324),2022-05-19,10.0,-18.486122,-70.3243453,True,-1,Arica y Parinacota,2022
58314,aupowl1,Austral Pygmy-Owl,Glaucidium nana,L20314348,591 Río Encuentro Llanquihue Los Lagos CL (-41249 -73007),2022-09-29,1.0,-41.2492085,-73.0073422,True,-1,Los Lagos,2022
58315,whtkit,White-tailed Kite,Elanus leucurus,L1020637,Brisas del Sol,2022-08-29,1.0,-36.7704412,-73.0698287,False,-1,Bío-Bío,2022
58318,ausrai1,Austral Rail,Rallus antarcticus,L17776805,CHL-Torrres del Paine (Laguna los Juncos),2022-02-17,1.0,-51.0282856,-72.7756616,True,-1,Magallanes,2022
58320,bknsti,Black-necked Stilt,Himantopus mexicanus,L11697419,Chamiza--Estero,2022-11-09,7.0,-41.491224,-72.8695,False,-1,Los Lagos,2022
58323,aupowl1,Austral Pygmy-Owl,Glaucidium nana,L6517732,Huitag Lago Calafquén,2022-01-11,1.0,-39.5169318,-72.2751638,True,-1,Los Ríos,2022
58325,comgal1,Common Gallinule,Gallinula galeata,L668852,Río Lluta--Desembocadura,2022-01-06,8.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
58326,gramin1,Grayish Miner,Geositta maritima,L693463,Machuca,2022-06-01,1.0,-22.5996494,-68.0657423,False,-1,Antofagasta,2022
58329,commin1,Common Miner,Geositta cunicularia,L2965712,Bramaderos,2022-06-18,2.0,-29.4194182,-70.8453086,False,-1,Coquimbo,2022
58331,ausneg1,Austral Negrito,Lessonia rufa,L2297155,Humedal el Membrillo,2022-07-03,2.0,-33.3443051,-71.6503978,False,-1,Valparaíso,2022
58343,dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L20550398,Pozo de Lastre (Tacamó) Osorno CL-Los Lagos,2022-08-19,2.0,-40.632025,-73.047853,True,-1,Los Lagos,2022
58344,y00678,Crested Caracara,Caracara plancus,L7988120,Leñadura Nuestra casa,2022-05-24,1.0,-53.2145727,-70.9476647,True,-1,Magallanes,2022
58345,cintea,Cinnamon Teal,Spatula cyanoptera,L5054215,Villarrica--Humedal Urbano Mallolafken,2022-10-07,1.0,-39.278091,-72.2206329,False,-1,Araucanía,2022
58355,andgul1,Andean Gull,Chroicocephalus serranus,L10058855,Guacoyo Chico,2022-04-15,2.0,-17.7434712,-69.3800371,False,-1,Arica y Parinacota,2022
58360,yewbla2,Yellow-winged Blackbird,Agelasticus thilius,L16435812,Humedal Playa Negra Cosmito,2022-11-25,1.0,-36.7470596,-73.0141961,False,-1,Bío-Bío,2022
58362,cosswa1,Coscoroba Swan,Coscoroba coscoroba,L504548,Estero Mantagua,2022-06-26,2.0,-32.8844165,-71.5067482,False,-1,Valparaíso,2022
58376,whcpin,White-cheeked Pintail,Anas bahamensis,L2345204,Complejo Humedal Rocuant-Andalién,2022-07-22,5.0,-36.7393839,-73.0612278,False,-1,Bío-Bío,2022
58379,bthhue1,Black-throated Huet-huet,Pteroptochos tarnii,L10474977,PN Puyehue--Ex-pista de aterrizaje,2022-10-08,3.0,-40.783147,-72.216066,False,-1,Los Lagos,2022
58389,magpen1,Magellanic Penguin,Spheniscus magellanicus,L940016,Ferry Punta Delgada-Bahía Azul,2022-03-16,3.0,-52.474654,-69.5339944,False,-1,Magallanes,2022
58390,gryfin1,Grassland Yellow-Finch,Sicalis luteola,L791057,Estero El Culebrón--Desembocadura,2022-12-23,2.0,-29.9617015,-71.3218206,False,-1,Coquimbo,2022
58419,moutur1,Moustached Turca,Pteroptochos megapodius,L8283912,Ruta 5 Norte--Peaje Pichidangui,2022-12-27,1.0,-32.174995,-71.5207171,False,-1,Coquimbo,2022
58422,bthhue1,Black-throated Huet-huet,Pteroptochos tarnii,L19762933,Parque Piedra Mesa,2022-06-21,2.0,-40.337173,-72.475633,True,-1,Los Ríos,2022
58435,moutur1,Moustached Turca,Pteroptochos megapodius,L8914850,Río Cochiguaz--El Colorado - Confluencia,2022-06-04,4.0,-30.1627415,-70.3760609,False,-1,Coquimbo,2022
58446,cocher1,Cocoi Heron,Ardea cocoi,L1033588,Humedal Pudeto--norte,2022-04-28,2.0,-41.8824444,-73.7927614,False,-1,Los Lagos,2022
58456,uplgoo1,Upland Goose,Chloephaga picta,L17430613,Y-50 Maria Felicinda Magallanes y la Antártica Chilena CL (-52.561 -71.735),2022-01-14,24.0,-52.5613262,-71.735036,True,-1,Magallanes,2022
58475,moupar2,Mountain Parakeet,Psilopsiagon aurifrons,L21463866,Estero el cepo,2022-11-06,11.0,-33.381033,-70.26125,True,-1,Región Metropolitana de Santiago,2022
58476,wbctyr1,White-browed Chat-Tyrant,Ochthoeca leucophrys,L1151436,Socoroma,2022-11-16,2.0,-18.2642703,-69.6022403,False,-1,Arica y Parinacota,2022
58478,crgdov1,Croaking Ground Dove,Columbina cruziana,L4033166,Valle del Río Lluta--Linderos,2022-03-08,6.0,-18.4331205,-70.0492144,False,-1,Arica y Parinacota,2022
58486,bkbalb,Black-browed Albatross,Thalassarche melanophris,L17820247,high sea Val,2022-02-17,1.0,-33.644722,-72.0238519,True,-1,Valparaíso,2022
58492,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L16045840,Cerro San Hernán,2022-03-21,1.0,-34.4980053,-71.0592481,False,-1,Libertador General Bernardo O'Higgins,2022
58523,lakduc1,Lake Duck,Oxyura vittata,L4845492,Cerrillos de Tamaya--Embalse San Antonio,2022-06-18,26.0,-30.584681,-71.4056203,False,-1,Coquimbo,2022
58528,oashum1,Oasis Hummingbird,Rhodopis vesper,L763116,Fuerte Lambert ,2022-04-15,1.0,-29.9339241,-71.3358271,False,-1,Coquimbo,2022
58529,humpen1,Humboldt Penguin,Spheniscus humboldti,L571412,MN Islotes de Puñihuil,2022-12-01,2.0,-41.9252706,-74.0392685,False,-1,Los Lagos,2022
58538,cocher1,Cocoi Heron,Ardea cocoi,L504553,SN Humedal Río Maipo--Desembocadura,2022-06-16,1.0,-33.6198013,-71.6275442,False,-1,Valparaíso,2022
